vondstnummer;project_code;subcategorie;object;begin_dat;eind_dat;vlak_max;munt_lengte_diameter_in_mm;vondstnummer,project_code,subcategorie,object,begin_dat,eind_dat,vlak_max,munt_lengte_diameter_in_mm
NZD1.00100MTL003;NZD1;metaal: nikkel;munt;1985.0;1985.0;-8.25;24.0;NZD1.00100MTL003,NZD1,metaal: nikkel,munt,1985.0,1985.0,-8.25,24.0
NZD1.00150MTL055;NZD1;metaal: zilver;munt;1641.0;1643.0;-7.26;35.0;NZD1.00150MTL055,NZD1,metaal: zilver,munt,1641.0,1643.0,-7.26,35.0
NZD1.00150MTL068;NZD1;metaal: brons;munt;1984.0;1984.0;-7.26;21.0;NZD1.00150MTL068,NZD1,metaal: brons,munt,1984.0,1984.0,-7.26,21.0
NZD1.00155MTL001;NZD1;metaal: nikkel;munt;1972.0;1972.0;-4.74;19.0;NZD1.00155MTL001,NZD1,metaal: nikkel,munt,1972.0,1972.0,-4.74,19.0
NZD1.00209MTL009;NZD1;metaal: ijzer-koper;munt;1950.0;1999.0;-6.98;16.5;NZD1.00209MTL009,NZD1,metaal: ijzer-koper,munt,1950.0,1999.0,-6.98,16.5
NZD1.00209MTL010;NZD1;metaal: ijzer-koper;munt;1950.0;1999.0;-6.98;16.5;NZD1.00209MTL010,NZD1,metaal: ijzer-koper,munt,1950.0,1999.0,-6.98,16.5
NZD1.00214MTL001;NZD1;metaal: koper;munt;1578.0;1579.0;-6.75;23.0;NZD1.00214MTL001,NZD1,metaal: koper,munt,1578.0,1579.0,-6.75,23.0
NZD1.00231MTL005;NZD1;metaal: koper;munt;1686.0;1686.0;-7.2;21.0;NZD1.00231MTL005,NZD1,metaal: koper,munt,1686.0,1686.0,-7.2,21.0
NZD1.00246MTL001;NZD1;metaal: koper;munt;1650.0;1700.0;-7.48;19.0;NZD1.00246MTL001,NZD1,metaal: koper,munt,1650.0,1700.0,-7.48,19.0
NZD1.00249MTL049;NZD1;metaal: nikkel;munt;1958.0;1958.0;-7.77;19.0;NZD1.00249MTL049,NZD1,metaal: nikkel,munt,1958.0,1958.0,-7.77,19.0
NZD1.00249MTL050;NZD1;metaal: nikkel;munt;1968.0;1968.0;-7.77;15.0;NZD1.00249MTL050,NZD1,metaal: nikkel,munt,1968.0,1968.0,-7.77,15.0
NZD1.00275MTL005;NZD1;metaal: ijzer-koper;munt;1950.0;1950.0;-7.23;21.5;NZD1.00275MTL005,NZD1,metaal: ijzer-koper,munt,1950.0,1950.0,-7.23,21.5
NZD1.00292MTL049;NZD1;metaal: nikkel;munt;1948.0;1948.0;-7.43;15.0;NZD1.00292MTL049,NZD1,metaal: nikkel,munt,1948.0,1948.0,-7.43,15.0
NZD1.00292MTL050;NZD1;metaal: brons;munt;1997.0;1997.0;-7.43;21.0;NZD1.00292MTL050,NZD1,metaal: brons,munt,1997.0,1997.0,-7.43,21.0
NZD1.00301MTL028;NZD1;metaal: koper;munt;1612.0;1622.0;-8.25;20.0;NZD1.00301MTL028,NZD1,metaal: koper,munt,1612.0,1622.0,-8.25,20.0
NZD1.00301MTL033;NZD1;metaal: brons;munt;1967.0;1967.0;-8.25;17.0;NZD1.00301MTL033,NZD1,metaal: brons,munt,1967.0,1967.0,-8.25,17.0
NZD1.00301MTL034;NZD1;metaal: ijzer-koper;munt;1949.0;1949.0;-8.25;18.0;NZD1.00301MTL034,NZD1,metaal: ijzer-koper,munt,1949.0,1949.0,-8.25,18.0
NZD1.00301MTL035;NZD1;metaal: koperlegering;munt;1560.0;1578.0;-8.25;30.0;NZD1.00301MTL035,NZD1,metaal: koperlegering,munt,1560.0,1578.0,-8.25,30.0
NZD1.00303MTL048;NZD1;metaal: biljoen;munt;1482.0;1506.0;-8.25;21.0;NZD1.00303MTL048,NZD1,metaal: biljoen,munt,1482.0,1506.0,-8.25,21.0
NZD1.00303MTL049;NZD1;metaal: zilver;munt;1481.0;1513.0;-8.25;16.0;NZD1.00303MTL049,NZD1,metaal: zilver,munt,1481.0,1513.0,-8.25,16.0
NZD1.00303MTL053;NZD1;metaal: koper;munt;1657.0;1657.0;-8.25;20.0;NZD1.00303MTL053,NZD1,metaal: koper,munt,1657.0,1657.0,-8.25,20.0
NZD1.00303MTL054;NZD1;metaal: koper;munt;1682.0;1692.0;-8.25;19.0;NZD1.00303MTL054,NZD1,metaal: koper,munt,1682.0,1692.0,-8.25,19.0
NZD1.00303MTL055;NZD1;metaal: koper;munt;1756.0;1756.0;-8.25;20.0;NZD1.00303MTL055,NZD1,metaal: koper,munt,1756.0,1756.0,-8.25,20.0
NZD1.00303MTL059;NZD1;metaal: brons;munt;1950.0;1950.0;-8.25;21.0;NZD1.00303MTL059,NZD1,metaal: brons,munt,1950.0,1950.0,-8.25,21.0
NZD1.00303MTL060;NZD1;metaal: brons;munt;1983.0;1983.0;-8.25;21.0;NZD1.00303MTL060,NZD1,metaal: brons,munt,1983.0,1983.0,-8.25,21.0
NZD1.00303MTL061;NZD1;metaal: brons;munt;1989.0;1989.0;-8.25;21.0;NZD1.00303MTL061,NZD1,metaal: brons,munt,1989.0,1989.0,-8.25,21.0
NZD1.00303MTL062;NZD1;metaal: brons;munt;1980.0;1980.0;-8.25;26.0;NZD1.00303MTL062,NZD1,metaal: brons,munt,1980.0,1980.0,-8.25,26.0
NZD1.00303MTL063;NZD1;metaal: koper-nikkel;munt;1969.0;1969.0;-8.25;23.5;NZD1.00303MTL063,NZD1,metaal: koper-nikkel,munt,1969.0,1969.0,-8.25,23.5
NZD1.00303MTL064;NZD1;metaal: zink;munt;1914.0;1945.0;-8.25;23.0;NZD1.00303MTL064,NZD1,metaal: zink,munt,1914.0,1945.0,-8.25,23.0
NZD1.00303MTL065;NZD1;metaal: brons;munt;1950.0;1950.0;-8.25;17.0;NZD1.00303MTL065,NZD1,metaal: brons,munt,1950.0,1950.0,-8.25,17.0
NZD1.00303MTL066;NZD1;metaal: brons;munt;1962.0;1962.0;-8.25;17.0;NZD1.00303MTL066,NZD1,metaal: brons,munt,1962.0,1962.0,-8.25,17.0
NZD1.00303MTL067;NZD1;metaal: ijzer-koper;munt;1950.0;1999.0;-8.25;16.5;NZD1.00303MTL067,NZD1,metaal: ijzer-koper,munt,1950.0,1999.0,-8.25,16.5
NZD1.00303MTL068;NZD1;metaal: koper;munt;1808.0;1808.0;-8.25;22.0;NZD1.00303MTL068,NZD1,metaal: koper,munt,1808.0,1808.0,-8.25,22.0
NZD1.00303MTL069;NZD1;metaal: brons;munt;1941.0;1941.0;-8.25;19.0;NZD1.00303MTL069,NZD1,metaal: brons,munt,1941.0,1941.0,-8.25,19.0
NZD1.00305MTL008;NZD1;metaal: koper-nikkel;munt;1995.0;1995.0;-8.36;23.0;NZD1.00305MTL008,NZD1,metaal: koper-nikkel,munt,1995.0,1995.0,-8.36,23.0
NZD1.00305MTL009;NZD1;metaal: brons;munt;1971.0;1971.0;-8.36;17.0;NZD1.00305MTL009,NZD1,metaal: brons,munt,1971.0,1971.0,-8.36,17.0
NZD1.00305MTL012;NZD1;metaal: koper;munt;1832.0;1832.0;-8.36;19.5;NZD1.00305MTL012,NZD1,metaal: koper,munt,1832.0,1832.0,-8.36,19.5
NZD1.00320MTL013;NZD1;metaal: nikkel;munt;1950.0;1950.0;-8.36;19.0;NZD1.00320MTL013,NZD1,metaal: nikkel,munt,1950.0,1950.0,-8.36,19.0
NZD1.00320MTL014;NZD1;metaal: brons;munt;1950.0;1950.0;-8.36;21.0;NZD1.00320MTL014,NZD1,metaal: brons,munt,1950.0,1950.0,-8.36,21.0
NZD1.00320MTL015;NZD1;metaal: ijzer-koper;munt;1999.0;1999.0;-8.36;20.0;NZD1.00320MTL015,NZD1,metaal: ijzer-koper,munt,1999.0,1999.0,-8.36,20.0
NZD1.00320MTL016;NZD1;metaal: aluminium-brons;munt;1931.0;1941.0;-8.36;23.0;NZD1.00320MTL016,NZD1,metaal: aluminium-brons,munt,1931.0,1941.0,-8.36,23.0
NZD1.00321MTL055;NZD1;metaal: messing;muntgewicht;1550.0;1800.0;-8.36;;NZD1.00321MTL055,NZD1,metaal: messing,muntgewicht,1550.0,1800.0,-8.36,
NZD1.00321MTL229;NZD1;metaal: zilver;munt;1521.0;1556.0;-8.36;16.0;NZD1.00321MTL229,NZD1,metaal: zilver,munt,1521.0,1556.0,-8.36,16.0
NZD1.00321MTL230;NZD1;metaal: zilver;munt;1521.0;1556.0;-8.36;13.0;NZD1.00321MTL230,NZD1,metaal: zilver,munt,1521.0,1556.0,-8.36,13.0
NZD1.00321MTL231;NZD1;metaal: biljoen;munt;1524.0;1528.0;-8.36;17.0;NZD1.00321MTL231,NZD1,metaal: biljoen,munt,1524.0,1528.0,-8.36,17.0
NZD1.00321MTL232;NZD1;metaal: biljoen;munt;1556.0;1575.0;-8.36;17.0;NZD1.00321MTL232,NZD1,metaal: biljoen,munt,1556.0,1575.0,-8.36,17.0
NZD1.00321MTL233;NZD1;metaal: biljoen;munt;1524.0;1528.0;-8.36;16.5;NZD1.00321MTL233,NZD1,metaal: biljoen,munt,1524.0,1528.0,-8.36,16.5
NZD1.00321MTL234;NZD1;metaal: koper;munt;1574.0;1579.0;-8.36;24.0;NZD1.00321MTL234,NZD1,metaal: koper,munt,1574.0,1579.0,-8.36,24.0
NZD1.00321MTL235;NZD1;metaal: zilver;munt;1586.0;1595.0;-8.36;25.0;NZD1.00321MTL235,NZD1,metaal: zilver,munt,1586.0,1595.0,-8.36,25.0
NZD1.00321MTL236;NZD1;metaal: koper;munt;1604.0;1605.0;-8.36;21.0;NZD1.00321MTL236,NZD1,metaal: koper,munt,1604.0,1605.0,-8.36,21.0
NZD1.00321MTL237;NZD1;metaal: koper;munt;1604.0;1605.0;-8.36;22.0;NZD1.00321MTL237,NZD1,metaal: koper,munt,1604.0,1605.0,-8.36,22.0
NZD1.00321MTL238;NZD1;metaal: koper;munt;1608.0;1620.0;-8.36;24.0;NZD1.00321MTL238,NZD1,metaal: koper,munt,1608.0,1620.0,-8.36,24.0
NZD1.00321MTL239;NZD1;metaal: koper;munt;1610.0;1643.0;-8.36;21.0;NZD1.00321MTL239,NZD1,metaal: koper,munt,1610.0,1643.0,-8.36,21.0
NZD1.00321MTL240;NZD1;metaal: koper;munt;1632.0;1643.0;-8.36;20.0;NZD1.00321MTL240,NZD1,metaal: koper,munt,1632.0,1643.0,-8.36,20.0
NZD1.00321MTL241;NZD1;metaal: koper;munt;1636.0;1636.0;-8.36;19.0;NZD1.00321MTL241,NZD1,metaal: koper,munt,1636.0,1636.0,-8.36,19.0
NZD1.00321MTL242;NZD1;metaal: koper;munt;1604.0;1797.0;-8.36;20.0;NZD1.00321MTL242,NZD1,metaal: koper,munt,1604.0,1797.0,-8.36,20.0
NZD1.00321MTL243;NZD1;metaal: koper;munt;1648.0;1668.0;-8.36;16.0;NZD1.00321MTL243,NZD1,metaal: koper,munt,1648.0,1668.0,-8.36,16.0
NZD1.00321MTL244;NZD1;metaal: koper;munt;1639.0;1639.0;-8.36;20.0;NZD1.00321MTL244,NZD1,metaal: koper,munt,1639.0,1639.0,-8.36,20.0
NZD1.00321MTL245;NZD1;metaal: koper;munt;1653.0;1653.0;-8.36;20.0;NZD1.00321MTL245,NZD1,metaal: koper,munt,1653.0,1653.0,-8.36,20.0
NZD1.00321MTL246;NZD1;metaal: koper;munt;1674.0;1674.0;-8.36;20.0;NZD1.00321MTL246,NZD1,metaal: koper,munt,1674.0,1674.0,-8.36,20.0
NZD1.00321MTL247;NZD1;metaal: koper;munt;1684.0;1684.0;-8.36;20.0;NZD1.00321MTL247,NZD1,metaal: koper,munt,1684.0,1684.0,-8.36,20.0
NZD1.00321MTL248;NZD1;metaal: zilver;munt;1688.0;1688.0;-8.36;28.0;NZD1.00321MTL248,NZD1,metaal: zilver,munt,1688.0,1688.0,-8.36,28.0
NZD1.00321MTL249;NZD1;metaal: koper;munt;1720.0;1729.0;-8.36;22.0;NZD1.00321MTL249,NZD1,metaal: koper,munt,1720.0,1729.0,-8.36,22.0
NZD1.00321MTL250;NZD1;metaal: koper;munt;1741.0;1741.0;-8.36;21.0;NZD1.00321MTL250,NZD1,metaal: koper,munt,1741.0,1741.0,-8.36,21.0
NZD1.00321MTL251;NZD1;metaal: koper;munt;1754.0;1754.0;-8.36;21.0;NZD1.00321MTL251,NZD1,metaal: koper,munt,1754.0,1754.0,-8.36,21.0
NZD1.00321MTL252;NZD1;metaal: koper;munt;1755.0;1755.0;-8.36;21.0;NZD1.00321MTL252,NZD1,metaal: koper,munt,1755.0,1755.0,-8.36,21.0
NZD1.00321MTL253;NZD1;metaal: koper;munt;1790.0;1790.0;-8.36;22.0;NZD1.00321MTL253,NZD1,metaal: koper,munt,1790.0,1790.0,-8.36,22.0
NZD1.00321MTL254;NZD1;metaal: koper;munt;1573.0;1579.0;-8.36;21.0;NZD1.00321MTL254,NZD1,metaal: koper,munt,1573.0,1579.0,-8.36,21.0
NZD1.00321MTL255;NZD1;metaal: koper;munt;1617.0;1637.0;-8.36;20.0;NZD1.00321MTL255,NZD1,metaal: koper,munt,1617.0,1637.0,-8.36,20.0
NZD1.00321MTL271;NZD1;metaal: brons;munt;1878.0;1903.0;-8.36;14.0;NZD1.00321MTL271,NZD1,metaal: brons,munt,1878.0,1903.0,-8.36,14.0
NZD1.00321MTL272;NZD1;metaal: nikkel;munt;1976.0;1976.0;-8.36;15.0;NZD1.00321MTL272,NZD1,metaal: nikkel,munt,1976.0,1976.0,-8.36,15.0
NZD1.00321MTL273;NZD1;metaal: nikkel;munt;1996.0;1996.0;-8.36;15.0;NZD1.00321MTL273,NZD1,metaal: nikkel,munt,1996.0,1996.0,-8.36,15.0
NZD1.00321MTL274;NZD1;metaal: nikkel;munt;1950.0;1950.0;-8.36;15.0;NZD1.00321MTL274,NZD1,metaal: nikkel,munt,1950.0,1950.0,-8.36,15.0
NZD1.00321MTL275;NZD1;metaal: nikkel;munt;1950.0;1950.0;-8.36;15.0;NZD1.00321MTL275,NZD1,metaal: nikkel,munt,1950.0,1950.0,-8.36,15.0
NZD1.00321MTL276;NZD1;metaal: nikkel;munt;1959.0;1959.0;-8.36;15.0;NZD1.00321MTL276,NZD1,metaal: nikkel,munt,1959.0,1959.0,-8.36,15.0
NZD1.00321MTL277;NZD1;metaal: nikkel;munt;1967.0;1967.0;-8.36;15.0;NZD1.00321MTL277,NZD1,metaal: nikkel,munt,1967.0,1967.0,-8.36,15.0
NZD1.00321MTL278;NZD1;metaal: nikkel;munt;1951.0;1951.0;-8.36;15.0;NZD1.00321MTL278,NZD1,metaal: nikkel,munt,1951.0,1951.0,-8.36,15.0
NZD1.00321MTL279;NZD1;metaal: nikkel;munt;1970.0;1970.0;-8.36;15.0;NZD1.00321MTL279,NZD1,metaal: nikkel,munt,1970.0,1970.0,-8.36,15.0
NZD1.00321MTL280;NZD1;metaal: nikkel;munt;1955.0;1955.0;-8.36;15.0;NZD1.00321MTL280,NZD1,metaal: nikkel,munt,1955.0,1955.0,-8.36,15.0
NZD1.00321MTL281;NZD1;metaal: nikkel;munt;1950.0;1950.0;-8.36;15.0;NZD1.00321MTL281,NZD1,metaal: nikkel,munt,1950.0,1950.0,-8.36,15.0
NZD1.00321MTL282;NZD1;metaal: nikkel;munt;1971.0;1971.0;-8.36;15.0;NZD1.00321MTL282,NZD1,metaal: nikkel,munt,1971.0,1971.0,-8.36,15.0
NZD1.00321MTL283;NZD1;metaal: nikkel;munt;1950.0;1950.0;-8.36;15.0;NZD1.00321MTL283,NZD1,metaal: nikkel,munt,1950.0,1950.0,-8.36,15.0
NZD1.00321MTL284;NZD1;metaal: nikkel;munt;1948.0;1948.0;-8.36;15.0;NZD1.00321MTL284,NZD1,metaal: nikkel,munt,1948.0,1948.0,-8.36,15.0
NZD1.00321MTL285;NZD1;metaal: nikkel;munt;1957.0;1957.0;-8.36;15.0;NZD1.00321MTL285,NZD1,metaal: nikkel,munt,1957.0,1957.0,-8.36,15.0
NZD1.00321MTL286;NZD1;metaal: nikkel;munt;1973.0;1973.0;-8.36;15.0;NZD1.00321MTL286,NZD1,metaal: nikkel,munt,1973.0,1973.0,-8.36,15.0
NZD1.00321MTL287;NZD1;metaal: nikkel;munt;1948.0;1948.0;-8.36;15.0;NZD1.00321MTL287,NZD1,metaal: nikkel,munt,1948.0,1948.0,-8.36,15.0
NZD1.00321MTL288;NZD1;metaal: nikkel;munt;1977.0;1977.0;-8.36;15.0;NZD1.00321MTL288,NZD1,metaal: nikkel,munt,1977.0,1977.0,-8.36,15.0
NZD1.00321MTL289;NZD1;metaal: nikkel;munt;1958.0;1958.0;-8.36;15.0;NZD1.00321MTL289,NZD1,metaal: nikkel,munt,1958.0,1958.0,-8.36,15.0
NZD1.00321MTL290;NZD1;metaal: nikkel;munt;1994.0;1994.0;-8.36;15.0;NZD1.00321MTL290,NZD1,metaal: nikkel,munt,1994.0,1994.0,-8.36,15.0
NZD1.00321MTL291;NZD1;metaal: nikkel;munt;1950.0;1959.0;-8.36;15.0;NZD1.00321MTL291,NZD1,metaal: nikkel,munt,1950.0,1959.0,-8.36,15.0
NZD1.00321MTL292;NZD1;metaal: brons;munt;1966.0;1966.0;-8.36;17.0;NZD1.00321MTL292,NZD1,metaal: brons,munt,1966.0,1966.0,-8.36,17.0
NZD1.00321MTL293;NZD1;metaal: brons;munt;1948.0;1948.0;-8.36;17.0;NZD1.00321MTL293,NZD1,metaal: brons,munt,1948.0,1948.0,-8.36,17.0
NZD1.00321MTL294;NZD1;metaal: brons;munt;1948.0;1948.0;-8.36;17.0;NZD1.00321MTL294,NZD1,metaal: brons,munt,1948.0,1948.0,-8.36,17.0
NZD1.00321MTL295;NZD1;metaal: brons;munt;1969.0;1969.0;-8.36;17.0;NZD1.00321MTL295,NZD1,metaal: brons,munt,1969.0,1969.0,-8.36,17.0
NZD1.00321MTL296;NZD1;metaal: brons;munt;1953.0;1953.0;-8.36;17.0;NZD1.00321MTL296,NZD1,metaal: brons,munt,1953.0,1953.0,-8.36,17.0
NZD1.00321MTL297;NZD1;metaal: brons;munt;1950.0;1980.0;-8.36;17.0;NZD1.00321MTL297,NZD1,metaal: brons,munt,1950.0,1980.0,-8.36,17.0
NZD1.00321MTL298;NZD1;metaal: brons;munt;1960.0;1960.0;-8.36;17.0;NZD1.00321MTL298,NZD1,metaal: brons,munt,1960.0,1960.0,-8.36,17.0
NZD1.00321MTL299;NZD1;metaal: staal;munt;1999.0;2004.0;-8.36;16.25;NZD1.00321MTL299,NZD1,metaal: staal,munt,1999.0,2004.0,-8.36,16.25
NZD1.00321MTL300;NZD1;metaal: brons;munt;1948.0;1980.0;-8.36;17.0;NZD1.00321MTL300,NZD1,metaal: brons,munt,1948.0,1980.0,-8.36,17.0
NZD1.00321MTL301;NZD1;metaal: brons;munt;1962.0;1962.0;-8.36;17.0;NZD1.00321MTL301,NZD1,metaal: brons,munt,1962.0,1962.0,-8.36,17.0
NZD1.00321MTL302;NZD1;metaal: brons;munt;1941.0;1941.0;-8.36;19.0;NZD1.00321MTL302,NZD1,metaal: brons,munt,1941.0,1941.0,-8.36,19.0
NZD1.00321MTL303;NZD1;metaal: brons;munt;1950.0;1950.0;-8.36;21.0;NZD1.00321MTL303,NZD1,metaal: brons,munt,1950.0,1950.0,-8.36,21.0
NZD1.00321MTL304;NZD1;metaal: brons;munt;1982.0;1999.0;-8.36;21.0;NZD1.00321MTL304,NZD1,metaal: brons,munt,1982.0,1999.0,-8.36,21.0
NZD1.00321MTL305;NZD1;metaal: brons;munt;1957.0;1957.0;-8.36;21.0;NZD1.00321MTL305,NZD1,metaal: brons,munt,1957.0,1957.0,-8.36,21.0
NZD1.00321MTL306;NZD1;metaal: nikkel;munt;1950.0;1980.0;-8.36;19.0;NZD1.00321MTL306,NZD1,metaal: nikkel,munt,1950.0,1980.0,-8.36,19.0
NZD1.00321MTL307;NZD1;metaal: nikkel;munt;1957.0;1957.0;-8.36;19.0;NZD1.00321MTL307,NZD1,metaal: nikkel,munt,1957.0,1957.0,-8.36,19.0
NZD1.00321MTL308;NZD1;metaal: nikkel;munt;1948.0;1948.0;-8.36;19.0;NZD1.00321MTL308,NZD1,metaal: nikkel,munt,1948.0,1948.0,-8.36,19.0
NZD1.00321MTL309;NZD1;metaal: nikkel;munt;1980.0;1980.0;-8.36;19.0;NZD1.00321MTL309,NZD1,metaal: nikkel,munt,1980.0,1980.0,-8.36,19.0
NZD1.00321MTL310;NZD1;metaal: nikkel;munt;1951.0;1951.0;-8.36;19.0;NZD1.00321MTL310,NZD1,metaal: nikkel,munt,1951.0,1951.0,-8.36,19.0
NZD1.00321MTL311;NZD1;metaal: nikkel;munt;1972.0;1972.0;-8.36;19.0;NZD1.00321MTL311,NZD1,metaal: nikkel,munt,1972.0,1972.0,-8.36,19.0
NZD1.00321MTL312;NZD1;metaal: nikkel;munt;1950.0;1980.0;-8.36;19.0;NZD1.00321MTL312,NZD1,metaal: nikkel,munt,1950.0,1980.0,-8.36,19.0
NZD1.00321MTL313;NZD1;metaal: nikkel;munt;1955.0;1955.0;-8.36;19.0;NZD1.00321MTL313,NZD1,metaal: nikkel,munt,1955.0,1955.0,-8.36,19.0
NZD1.00321MTL314;NZD1;metaal: nikkel;munt;1951.0;1951.0;-8.36;19.0;NZD1.00321MTL314,NZD1,metaal: nikkel,munt,1951.0,1951.0,-8.36,19.0
NZD1.00321MTL315;NZD1;metaal: nikkel;munt;1983.0;1983.0;-8.36;19.0;NZD1.00321MTL315,NZD1,metaal: nikkel,munt,1983.0,1983.0,-8.36,19.0
NZD1.00321MTL316;NZD1;metaal: nikkel;munt;1978.0;1978.0;-8.36;25.0;NZD1.00321MTL316,NZD1,metaal: nikkel,munt,1978.0,1978.0,-8.36,25.0
NZD1.00321MTL317;NZD1;metaal: roestvrij staal;munt;1977.0;1977.0;-8.36;28.0;NZD1.00321MTL317,NZD1,metaal: roestvrij staal,munt,1977.0,1977.0,-8.36,28.0
NZD1.00321MTL318;NZD1;metaal: roestvrij staal;munt;1956.0;1956.0;-8.36;28.0;NZD1.00321MTL318,NZD1,metaal: roestvrij staal,munt,1956.0,1956.0,-8.36,28.0
NZD1.00321MTL319;NZD1;metaal: messing;munt;1984.0;1984.0;-8.36;18.0;NZD1.00321MTL319,NZD1,metaal: messing,munt,1984.0,1984.0,-8.36,18.0
NZD1.00321MTL320;NZD1;metaal: koper-nikkel;munt;1968.0;1968.0;-8.36;23.0;NZD1.00321MTL320,NZD1,metaal: koper-nikkel,munt,1968.0,1968.0,-8.36,23.0
NZD1.00321MTL321;NZD1;metaal: koper-nikkel;munt;1983.0;1983.0;-8.36;24.3;NZD1.00321MTL321,NZD1,metaal: koper-nikkel,munt,1983.0,1983.0,-8.36,24.3
NZD1.00321MTL322;NZD1;metaal: koper-nikkel;munt;1977.0;1977.0;-8.36;26.9;NZD1.00321MTL322,NZD1,metaal: koper-nikkel,munt,1977.0,1977.0,-8.36,26.9
NZD1.00321MTL323;NZD1;metaal: koper-nikkel;munt;1948.0;1981.0;-8.36;24.0;NZD1.00321MTL323,NZD1,metaal: koper-nikkel,munt,1948.0,1981.0,-8.36,24.0
NZD1.00321MTL324;NZD1;metaal: koper-nikkel;munt;1967.0;1967.0;-8.36;24.0;NZD1.00321MTL324,NZD1,metaal: koper-nikkel,munt,1967.0,1967.0,-8.36,24.0
NZD1.00321MTL325;NZD1;metaal: koper-nikkel;munt;1975.0;1975.0;-8.36;21.0;NZD1.00321MTL325,NZD1,metaal: koper-nikkel,munt,1975.0,1975.0,-8.36,21.0
NZD1.00321MTL326;NZD1;metaal: koper-nikkel;munt;1950.0;1981.0;-8.36;21.0;NZD1.00321MTL326,NZD1,metaal: koper-nikkel,munt,1950.0,1981.0,-8.36,21.0
NZD1.00321MTL327;NZD1;metaal: koper-nikkel;munt;1978.0;1978.0;-8.36;21.0;NZD1.00321MTL327,NZD1,metaal: koper-nikkel,munt,1978.0,1978.0,-8.36,21.0
NZD1.00321MTL328;NZD1;metaal: koper-nikkel;munt;1956.0;1956.0;-8.36;21.0;NZD1.00321MTL328,NZD1,metaal: koper-nikkel,munt,1956.0,1956.0,-8.36,21.0
NZD1.00321MTL329;NZD1;metaal: koper-nikkel;munt;1981.0;1981.0;-8.36;22.54;NZD1.00321MTL329,NZD1,metaal: koper-nikkel,munt,1981.0,1981.0,-8.36,22.54
NZD1.00321MTL330;NZD1;metaal: koper-nikkel;munt;1982.0;1982.0;-8.36;26.0;NZD1.00321MTL330,NZD1,metaal: koper-nikkel,munt,1982.0,1982.0,-8.36,26.0
NZD1.00321MTL331;NZD1;metaal: koper-nikkel;munt;1980.0;1980.0;-8.36;23.5;NZD1.00321MTL331,NZD1,metaal: koper-nikkel,munt,1980.0,1980.0,-8.36,23.5
NZD1.00321MTL332;NZD1;metaal: aluminium-brons;munt;1972.0;1972.0;-8.36;19.5;NZD1.00321MTL332,NZD1,metaal: aluminium-brons,munt,1972.0,1972.0,-8.36,19.5
NZD1.00321MTL333;NZD1;metaal: koper-nikkel;munt;1960.0;1960.0;-8.36;33.0;NZD1.00321MTL333,NZD1,metaal: koper-nikkel,munt,1960.0,1960.0,-8.36,33.0
NZD1.00321MTL334;NZD1;metaal: koper-nikkel;munt;1959.0;1959.0;-8.36;18.0;NZD1.00321MTL334,NZD1,metaal: koper-nikkel,munt,1959.0,1959.0,-8.36,18.0
NZD1.00321MTL335;NZD1;metaal: koper-nikkel;munt;1992.0;1992.0;-8.36;25.0;NZD1.00321MTL335,NZD1,metaal: koper-nikkel,munt,1992.0,1992.0,-8.36,25.0
NZD1.00321MTL336;NZD1;metaal: koper-nikkel-zink;munt;1997.0;1997.0;-8.36;23.0;NZD1.00321MTL336,NZD1,metaal: koper-nikkel-zink,munt,1997.0,1997.0,-8.36,23.0
NZD1.00321MTL337;NZD1;metaal: messing;munt;1987.0;1987.0;-8.36;23.0;NZD1.00321MTL337,NZD1,metaal: messing,munt,1987.0,1987.0,-8.36,23.0
NZD1.00321MTL338;NZD1;metaal: koper-nikkel;munt;1980.0;1980.0;-8.36;22.5;NZD1.00321MTL338,NZD1,metaal: koper-nikkel,munt,1980.0,1980.0,-8.36,22.5
NZD1.00321MTL339;NZD1;metaal: koper-nikkel;munt;1950.0;1950.0;-8.36;23.0;NZD1.00321MTL339,NZD1,metaal: koper-nikkel,munt,1950.0,1950.0,-8.36,23.0
NZD1.00321MTL340;NZD1;metaal: zink;munt;1920.0;1920.0;-8.36;21.0;NZD1.00321MTL340,NZD1,metaal: zink,munt,1920.0,1920.0,-8.36,21.0
NZD1.00321MTL341;NZD1;metaal: zink;munt;1917.0;1917.0;-8.36;21.0;NZD1.00321MTL341,NZD1,metaal: zink,munt,1917.0,1917.0,-8.36,21.0
NZD1.00321MTL342;NZD1;metaal: zink;munt;1921.0;1921.0;-8.36;21.0;NZD1.00321MTL342,NZD1,metaal: zink,munt,1921.0,1921.0,-8.36,21.0
NZD1.00321MTL343;NZD1;metaal: zink;munt;1918.0;1918.0;-8.36;21.0;NZD1.00321MTL343,NZD1,metaal: zink,munt,1918.0,1918.0,-8.36,21.0
NZD1.00321MTL344;NZD1;metaal: ijzer;munt;1916.0;1922.0;-8.36;21.0;NZD1.00321MTL344,NZD1,metaal: ijzer,munt,1916.0,1922.0,-8.36,21.0
NZD1.00321MTL345;NZD1;metaal: ijzer-koper;munt;1950.0;1950.0;-8.36;21.5;NZD1.00321MTL345,NZD1,metaal: ijzer-koper,munt,1950.0,1950.0,-8.36,21.5
NZD1.00321MTL346;NZD1;metaal: ijzer-koper;munt;1949.0;1949.0;-8.36;21.5;NZD1.00321MTL346,NZD1,metaal: ijzer-koper,munt,1949.0,1949.0,-8.36,21.5
